word,level,pos,definition_url,voice_url
be supposed to do sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/suppose#suppose_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/be_/be_su/be_supposed_to_do_sth_1_us_1.ogg
be surrounded by sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/surround_1#surround_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/be_/be_su/be_surrounded_by_sb_1_us_1.ogg
be to blame,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/blame_1#blame_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/be_/be_to/be_to_blame_1_us_1.ogg
bear sb/sth in mind,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/bear_1#mind_sng_60,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bea/bear_/bear_sb_in_mind_1_us_1.ogg
because of,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/because-of#becauseof_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bec/becau/because_of_1_us_2.ogg
begin with sth,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/begin#begin_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/beg/begin/begin_with_sth_1_us_1.ogg
believe in sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/believe-in#believein2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bel/belie/believe_in_sb_1_us_1.ogg
belong to sb,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/belong-to#belong_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bel/belon/belong_to_sb_1_us_1.ogg
belong to sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/belong-to#belong_sng_9,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bel/belon/belong_to_sth_1_us_1.ogg
benefit from sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/benefit_2#benefit_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/ben/benef/benefit_from_sth_1_us_1.ogg
best friend,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/friend_1#friend_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bes/best_/best_friend_1_us_1.ogg
black and white,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/black_2#black_sng_16,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bla/black/black_and_white_1_us_2.ogg
both sides,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/side_1#side_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bot/both_/both_sides_1_us_1.ogg
bound to do sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/bound_1#bound_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bou/bound/bound_to_do_sth_1_us_1.ogg
break up,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/break-up_1#breakup3_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bre/break/break_up_1_us_2.ogg
bring sb up,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/bring-up#bring_sng_97,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bri/bring/bring_sb_up_1_us_1.ogg
bring sth about,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/bring-about#bring_sng_56,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bri/bring/bring_sth_about_1_us_1.ogg
bring sth up,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/bring-up#bring_sng_99,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/bri/bring/bring_sth_up_1_us_1.ogg
by means of sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/means#means_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/by_/by_me/by_means_of_sth_1_us_1.ogg
by no means,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/means#means_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/by_/by_no/by_no_means_1_us_1.ogg
by now,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/now_1#now_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/by_/by_no/by_now_1_us_1.ogg
by the end of sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/end_1#end_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/by_/by_th/by_the_end_of_sth_1_us_1.ogg
by the time (that)…,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/time_1#time_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/b/by_/by_th/by_the_time_that_1_us_1.ogg
call for sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/call-for#call_sng_71,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cal/call_/call_for_sth_1_us_1.ogg
call on sb,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/call-on#call_sng_79,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cal/call_/call_on_sb_1_us_1.ogg
can't afford sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/afford#afford_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/can/can_t/can_t_afford_sth_1_us_1.ogg
car park,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/car-park#carpark_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/car/car_p/car_park_1_us_1.ogg
care about sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/care_2#care_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/car/care_/care_about_sth_1_us_1.ogg
care for sb,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/care-for#care_sng_25,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/car/care_/care_for_sb_1_us_1.ogg
carry on,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/carry-on_1#carryon3_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/car/carry/carry_on_1_us_4.ogg
carry sth out,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/carry-out_1#carry_sng_56,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/car/carry/carry_sth_out_1_us_1.ogg
case study,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/case-study#casestudy_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cas/case_/case_study_1_us_1.ogg
caused by sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/cause_2#cause_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cau/cause/caused_by_sth_1_us_1.ogg
cell phone,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/cell-phone#cellphone_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cel/cellp/cellphone__us_1.ogg
check in,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/check-in_1#checkin3_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/che/check/check_in_1_us_4.ogg
check out,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/check-out#check_sng_40,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/che/check/check_out_1_us_2.ogg
check sb/sth out,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/check-out#check_sng_41,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/che/check/check_sb_out_1_us_1.ogg
choose to do sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/choose#choose_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cho/choos/choose_to_do_sth_1_us_1.ogg
city centre,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/city#city_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cit/city_/city_centre_1_us_1.ogg
clean up,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/clean-up_1#clean_sng_54,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cle/clean/clean_up_1_us_2.ogg
click on sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/click_1#click_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cli/click/click_on_sth_1_us_1.ogg
climate change,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/climate-change#climatechange_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cli/clima/climate_change_1_us_1.ogg
close to sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/close2_1#close2_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/clo/close/close_to_sb_1_us_1.ogg
come across sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/come-across#come_sng_167,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come_across_sb_1_us_1.ogg
come back,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/come-back#comeback3_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come_back_1_us_3.ogg
come from…,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/come-from#come_sng_209,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come_from_1_us_2.ogg
come into sth,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/come_1#come_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come_into_sth_1_us_1.ogg
come on!,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/come-on_1#come_sng_235,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come_on__1_us_1.ogg
come true,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/true_1#true_sng_8,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come_true_1_us_1.ogg
come up with sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/come-up-with#come_sng_303,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/come_/come_up_with_sth_1_us_1.ogg
compared with sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/compare_1#compare_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/com/compa/compared_with_sth_1_us_1.ogg
concentrate on sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/concentrate_1#concentrate_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xconc/xconcentrate_on_sth_1_us_1.ogg
concerned about sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/concerned#concerned_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xconc/xconcerned_about_sth_1_us_1.ogg
concerned with sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/concerned#concerned_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xconc/xconcerned_with_sth_1_us_1.ogg
confidence in sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/confidence#confidence_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xconf/xconfidence_in_sb_1_us_1.ogg
connected to sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/connected#connected_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xconn/xconnected_to_sth_1_us_1.ogg
connected with sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/connected#connected_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xconn/xconnected_with_sb_1_us_1.ogg
consist of sb/sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/consist-of#consist_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xcons/xconsist_of_sb_1_us_1.ogg
consistent with sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/consistent#consistent_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xcons/xconsistent_with_sth_1_us_1.ogg
contribute to sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/contribute#contribute_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xcont/xcontribute_to_sth_1_us_1.ogg
control over sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/control_1#control_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/x/xco/xcont/xcontrol_over_sb_1_us_1.ogg
cope with sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/cope_1#cope_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cop/cope_/cope_with_sth_1_us_1.ogg
credit card,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/credit-card#creditcard_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/c/cre/credi/credit_card_1_us_1.ogg
deal with sb,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/deal-with#deal_sng_28,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dea/deal_/deal_with_sb_1_us_1.ogg
deal with sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/deal-with#deal_sng_30,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dea/deal_/deal_with_sth_1_us_1.ogg
decide on sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/decide-on#decide_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dec/decid/decide_on_sth_1_us_1.ogg
decline in sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/decline_2#decline_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dec/decli/decline_in_sth_1_us_1.ogg
dedicated to sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/dedicated#dedicated_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/ded/dedic/dedicated_to_sth_1_us_1.ogg
depend on sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/depend-on#depend_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dep/depen/depend_on_sb_1_us_1.ogg
depend on sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/depend-on#depend_sng_10,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dep/depen/depend_on_sth_1_us_1.ogg
dependent on sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/dependent_1#dependent_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dep/depen/dependent_on_sb_1_us_1.ogg
depending on,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/depend#depend_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dep/depen/depending_on_1_us_1.ogg
deprive sb/sth of sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/deprive-of#deprive_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dep/depri/deprive_sb_of_sth_1_us_1.ogg
despite the fact that…,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/fact#fact_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/despi/despite_the_fact_that_1_us_1.ogg
developing countries,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/developing#developing_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devel/developing_countries_1_us_1.ogg
differences between a and b,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/difference#difference_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffe/differences_between_a_and_b_1_us_1.ogg
difficult for sb,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/difficult#difficult_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffi/difficult_for_sb_1_us_1.ogg
dispose of sb/sth,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/dispose-of#dispose_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispo/dispose_of_sb_1_us_1.ogg
do well,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/well_1#well_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/do_/do_we/do_well_1_us_1.ogg
draw attention to sb/sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/draw_1#draw_sng_52,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/draw_/draw_attention_to_sb_1_us_1.ogg
due to sb/sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/due_1#due_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/due/due_t/due_to_sb_1_us_1.ogg
each one,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/each#each_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eac/each_/each_one_1_us_2.ogg
each other,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/each-other#eachother_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eac/each_/each_other_1_us_1.ogg
economic growth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/economic#economic_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economic_growth_1_us_1.ogg
end in sth,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/end-in#end_sng_51,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/end_i/end_in_sth_1_us_1.ogg
end up,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/end-up#endup2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/end_u/end_up_1_us_1.ogg
end with sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/end_2#end_sng_32,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/end_w/end_with_sth_1_us_1.ogg
engage in sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/engage-in#engage_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engage_in_sth_1_us_1.ogg
engaged in sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/engaged#engaged_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engaged_in_sth_1_us_1.ogg
even if,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/even_1#even_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/even_/even_if_1_us_1.ogg
even more…,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/even_1#even_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/even_/even_more_1_us_1.ogg
even though,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/even_1#even_sng_27,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/even_/even_though_1_us_3.ogg
ever since,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/since_2#since_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/ever_/ever_since_1_us_1.ogg
every day,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/every#every_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/every_day_1_us_1.ogg
everyone else,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/everyone#everyone_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/everyone_else_1_us_1.ogg
exactly the same,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/same_1#same_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/exact/exactly_the_same_1_us_1.ogg
except for,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/except_1#except_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excep/except_for_1_us_1.ogg
excuse me,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/excuse_2#excuse_sng_9,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excus/excuse_me_1_us_2.ogg
experience in sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/experience_1#experience_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exper/experience_in_sth_1_us_1.ogg
exposure to sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/exposure#exposure_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expos/exposure_to_sth_1_us_1.ogg
fail to do sth,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/fail_1#fail_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/fail_/fail_to_do_sth_1_us_1.ogg
fall asleep,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/asleep#asleep_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fal/fall_/fall_asleep_1_us_1.ogg
fall in love,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/love_1#love_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fal/fall_/fall_in_love_1_us_1.ogg
fall off,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/fall_1#fall_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fal/fall_/fall_off_1_us_2.ogg
family member,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/member#member_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fam/famil/family_member_1_us_1.ogg
far away,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/far_a/far_away_1_us_1.ogg
far from sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_17,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/far_f/far_from_sth_1_us_1.ogg
far more,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/far_m/far_more_1_us_1.ogg
far too,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/far_t/far_too_1_us_1.ogg
fed up,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/fed-up#fedup_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fed/fed_u/fed_up_1_us_1.ogg
feel good,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/feel_1#feel_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/feel_/feel_good_1_us_3.ogg
feel like sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/feel_1#feel_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/feel_/feel_like_sth_1_us_1.ogg
figure sb/sth out,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/figure-out#figure_sng_26,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fig/figur/figure_sb_out_1_us_1.ogg
fill sth in,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/fill-in#fill_sng_28,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fil/fill_/fill_sth_in_1_us_1.ogg
find it difficult to do sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/difficult#difficult_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fin/find_/find_it_difficult_to_do_sth_1_us_1.ogg
find out,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/find-out#findout2_e,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fin/find_/find_out_1_us_1.ogg
find yourself doing sth,b2,,https://www.oxfordlearnersdictionaries.com/definition/english/find_1#find_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fin/find_/find_yourself_doing_sth_1_us_1.ogg
first of all,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/first_2#first_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fir/first/first_of_all_1_us_1.ogg
focus on sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/focus_1#focus_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foc/focus/focus_on_sb_1_us_1.ogg
follow sth up,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/follow-up_1#follow_sng_37,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fol/follo/follow_sth_up_1_us_1.ogg
followed by sb/sth,a2,,https://www.oxfordlearnersdictionaries.com/definition/english/follow#follow_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fol/follo/followed_by_sb_1_us_1.ogg
for a long time,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/long_1#long_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_a/for_a_long_time_1_us_1.ogg
for a moment,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/moment#moment_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_a/for_a_moment_1_us_1.ogg
for a while,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/while_2#while_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_a/for_a_while_1_us_1.ogg
for example,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/example#example_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_e/for_example_1_us_1.ogg
for free,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/free_1#free_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_f/for_free_1_us_1.ogg
for instance,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/instance_1#instance_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_i/for_instance_1_us_1.ogg
for life,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/life_1#life_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_l/for_life_1_us_1.ogg
for long,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/long_2#long_sng_35,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_l/for_long_1_us_1.ogg
for lunch,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/lunch_1#lunch_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_l/for_lunch_1_us_1.ogg
for many years,a1,,https://www.oxfordlearnersdictionaries.com/definition/english/year#year_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_m/for_many_years_1_us_1.ogg
for some time,b1,,https://www.oxfordlearnersdictionaries.com/definition/english/time_1#time_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_s/for_some_time_1_us_1.ogg
for that matter,c1,,https://www.oxfordlearnersdictionaries.com/definition/english/matter_1#matter_sng_23,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for_t/for_that_matter_1_us_1.ogg
